chembl_id,smiles,activity_type,activity_value,activity_units,pIC50,docking
CHEMBL27688,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,IC50,1.5,nM,8.82,-9.00
CHEMBL31373,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,IC50,0.75,nM,9.12,-8.80
CHEMBL31816,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,IC50,0.95,nM,9.02,-8.20
CHEMBL417478,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,IC50,0.16,nM,9.8,-9.10
CHEMBL31588,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCN(C)C,IC50,3.9,nM,8.41,-8.90
CHEMBL31656,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,IC50,1.5,nM,8.82,-8.30
CHEMBL31815,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,IC50,0.42,nM,9.38,-8.70
CHEMBL280757,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,IC50,0.69,nM,9.16,-8.50
CHEMBL28418,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,IC50,0.75,nM,9.12,-8.90
CHEMBL281543,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1,IC50,2.7,nM,8.57,-9.10
CHEMBL284326,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCN(C)CC1,IC50,6.6,nM,8.18,-8.30
CHEMBL32079,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCCCO,IC50,1.7,nM,8.77,-8.40
CHEMBL31622,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1,IC50,2.0,nM,8.7,-9.50
CHEMBL31570,C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC,IC50,0.97,nM,9.01,-7.70
CHEMBL283201,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(CN(C)C)c(Br)c3)c2c1,IC50,45.0,nM,7.35,-9.30
CHEMBL31369,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,IC50,27.0,nM,7.57,-8.60
CHEMBL299763,COc1cc(OC)cc(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1,IC50,50000.0,nM,4.3,-9.10
CHEMBL329161,O=[N+]([O-])c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,897.0,nM,6.05,-8.20
CHEMBL333082,Nc1cccc2c(Nc3cccc(Br)c3)ncnc12,IC50,105.0,nM,6.98,-8.50
CHEMBL53690,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,IC50,0.91,nM,9.04,-9.40
CHEMBL297968,C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1,IC50,1.6,nM,8.8,-8.80
CHEMBL157807,Cn1c(SSc2c(C(N)=O)c3ccccc3n2C)c(C(N)=O)c2ccccc21,IC50,4700.0,nM,5.33,-8.40
CHEMBL328216,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,0.12,nM,9.92,-7.70
CHEMBL93032,Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,IC50,0.17,nM,9.77,-8.30
CHEMBL117710,Brc1cccc(Oc2ncnc3ccccc23)c1,IC50,756.0,nM,6.12,-7.80
CHEMBL119033,COc1cccc2ncnc(Nc3cccc(Br)c3)c12,IC50,139.0,nM,6.86,-8.00
CHEMBL116308,O=[N+]([O-])c1cccc2ncnc(Nc3cccc(Br)c3)c12,IC50,355.0,nM,6.45,-8.10
CHEMBL116919,COc1ccc(CNc2ncnc3ccccc23)cc1,IC50,10000.0,nM,5.0,-7.80
CHEMBL340660,CCOc1cc2ncnc(Nc3cccc(-c4csc(N)n4)c3)c2cc1OCC,IC50,560.0,nM,6.25,-8.90
CHEMBL330882,COc1cccc2ncnc(NCc3ccccc3)c12,IC50,4900.0,nM,5.31,-8.10
CHEMBL326596,COc1ccc2c(NCc3ccccc3)ncnc2c1,IC50,58.0,nM,7.24,-7.90
CHEMBL333418,Nc1cccc2ncnc(Nc3cccc(Br)c3)c12,IC50,439.0,nM,6.36,-8.10
CHEMBL441083,Cc1cccc(Nc2ncnc3ccccc23)c1,IC50,910.0,nM,6.04,-8.20
CHEMBL52913,C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,IC50,0.25,nM,9.6,-8.90
CHEMBL92825,Ic1cccc(Nc2ncnc3ccccc23)c1,IC50,80.0,nM,7.1,-8.00
CHEMBL117697,COc1cccc(Nc2ncnc3ccccc23)c1,Ki,50.12,nM,7.3,-7.90
CHEMBL94275,O=[N+]([O-])c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,1000.0,nM,6.0,-8.20
CHEMBL54091,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,IC50,0.72,nM,9.14,-8.60
CHEMBL333851,COc1cc2c(NCc3ccccc3)ncnc2cc1O,IC50,588.0,nM,6.23,-8.00
CHEMBL53665,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,IC50,1.2,nM,8.92,-8.70
CHEMBL93181,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,10.0,nM,8.0,-8.10
CHEMBL278287,Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,49000.0,nM,4.31,-10.20
CHEMBL161226,CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,IC50,6100.0,nM,5.21,-9.50
CHEMBL289787,COc1cccc2c(Nc3cccc(Br)c3)ncnc12,IC50,974.0,nM,6.01,-7.80
CHEMBL296168,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,IC50,1.1,nM,8.96,-8.50
CHEMBL51741,C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,IC50,0.4,nM,9.4,-8.70
CHEMBL325245,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,IC50,10.0,nM,8.0,-7.90
CHEMBL117804,c1ccc(CCNc2ncnc3ccccc23)cc1,IC50,4100.0,nM,5.39,-7.90
CHEMBL324371,CN(c1ccccc1)c1ncnc2ccccc12,IC50,100000.0,nM,4.0,-8.10
CHEMBL116748,O=[N+]([O-])c1ccc2c(NCc3ccccc3)ncnc2c1,IC50,5900.0,nM,5.23,-8.40
CHEMBL115745,COc1cc2ncnc(NCc3ccccc3)c2cc1O,IC50,56.0,nM,7.25,-8.10
CHEMBL49986,C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,0.54,nM,9.27,-9.10
CHEMBL48760,CC(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,IC50,18500.0,nM,4.73,N/A
CHEMBL119708,O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,IC50,8000.0,nM,5.1,-8.10
CHEMBL332938,COc1ccc2ncnc(NCc3ccccc3)c2c1,IC50,200.0,nM,6.7,-7.90
CHEMBL443523,C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,0.2512,nM,9.6,-9.00
CHEMBL125920,CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,IC50,11.0,nM,7.96,-8.70
CHEMBL65250,C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,IC50,4.0,nM,8.4,-7.80
CHEMBL117554,Clc1ccc(CNc2ncnc3ccccc23)cc1,IC50,7000.0,nM,5.16,-7.80
CHEMBL102726,c1ccc(CNc2ncnc3ccccc23)cc1,IC50,320.0,nM,6.5,-7.90
CHEMBL314146,CCc1ccc(/C=C2\C(=O)Nc3ccccc32)s1,IC50,44000.0,nM,4.36,-7.70
CHEMBL54088,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,IC50,0.48,nM,9.32,-8.80
CHEMBL160207,CN(C)C(=O)c1c(SSc2c(C(=O)N(C)C)c3ccccc3n2C)n(C)c2ccccc12,IC50,21200.0,nM,4.67,-9.20
CHEMBL53555,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,IC50,0.77,nM,9.11,-8.70
CHEMBL53637,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,IC50,1.6,nM,8.8,-8.60
CHEMBL127367,CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC,IC50,390.0,nM,6.41,-8.40
CHEMBL126974,CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,IC50,1100.0,nM,5.96,-8.60
CHEMBL92824,FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,IC50,577.0,nM,6.24,-9.20
CHEMBL126996,CCOc1cc2ncnc(Nc3cccc(-c4cocn4)c3)c2cc1OCC,IC50,720.0,nM,6.14,-8.40
CHEMBL59099,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,45000.0,nM,4.35,-8.90
CHEMBL279481,O=C1NC(=O)c2c1c1c3cccc(O)c3[nH]c1c1[nH]c3c(O)cccc3c21,IC50,29000.0,nM,4.54,-10.60
CHEMBL58436,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,IC50,7100.0,nM,5.15,-8.20
CHEMBL299707,COc1ccccc1C(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,100000.0,nM,4.0,-9.10
CHEMBL20926,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,65000.0,nM,4.19,-9.50
CHEMBL57690,c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,100000.0,nM,4.0,-8.00
CHEMBL57553,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,50000.0,nM,4.3,-8.50
CHEMBL56081,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,100000.0,nM,4.0,-8.30
CHEMBL49350,O=C(NCCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,IC50,1400.0,nM,5.85,-8.10
CHEMBL93173,COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC,IC50,170.0,nM,6.77,-8.10
CHEMBL90541,COc1cc2ncnc(Nc3nnc4ccccc4n3)c2cc1OC,IC50,820.0,nM,6.09,-8.50
CHEMBL330323,COc1cc2ncnc(Nc3nccc4ccccc34)c2cc1OC,IC50,200.0,nM,6.7,-9.50
CHEMBL422066,COc1cc2ncnc(NNc3ccc(F)c(Cl)c3)c2cc1OC,IC50,430.0,nM,6.37,-8.00
CHEMBL102651,C[C@@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1,IC50,419.0,nM,6.38,-9.00
CHEMBL48436,O=C(NCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,IC50,1400.0,nM,5.85,-8.90
CHEMBL50415,O=C(Nc1ccccc1)c1cc2cc(O)c(O)cc2cn1,IC50,5600.0,nM,5.25,-8.50
CHEMBL94019,COc1cc2ncnc(NC3CCc4ccccc43)c2cc1OC,IC50,910.0,nM,6.04,-8.50
CHEMBL93423,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1O,IC50,390.0,nM,6.41,-8.80
CHEMBL296582,O=C(NCc1ccccc1)c1cc2cc(O)c(O)cc2cn1,IC50,3100.0,nM,5.51,-8.30
CHEMBL48650,O=C(Nc1ccccc1)c1cc2ccc(O)c(O)c2cn1,IC50,7700.0,nM,5.11,-8.30
CHEMBL91428,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,IC50,660.0,nM,6.18,-8.10
CHEMBL330668,COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC,IC50,780.0,nM,6.11,-8.90
CHEMBL92006,COc1cc2ncnc(/N=N/c3ccc(F)c(Cl)c3)c2cc1OC,IC50,730.0,nM,6.14,-8.10
CHEMBL329867,COc1cc2ncnc(Nc3cncc4ccccc34)c2cc1OC,IC50,6.4,nM,8.19,-9.40
CHEMBL105053,C[C@@H](Nc1[nH]cnc2nc(-c3ccccc3)cc1-2)c1ccccc1,IC50,3.3,nM,8.48,-9.20
CHEMBL420059,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCN1CCOCC1,IC50,300.0,nM,6.52,-8.90
CHEMBL419137,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC,IC50,10.0,nM,8.0,-8.30
CHEMBL91484,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCCN(C)C,IC50,27.0,nM,7.57,-8.00
CHEMBL154580,C=CC(=O)c1ccc2ccccc2c1,IC50,10000.0,nM,5.0,-7.10
CHEMBL103864,C[C@H](Nc1[nH]cnc2c3ccccc3nc1-2)c1ccccc1,IC50,50.0,nM,7.3,-9.10
CHEMBL328277,COc1cc2ncnc(N3CCc4ccccc43)c2cc1OC,IC50,820.0,nM,6.09,-8.40
CHEMBL90540,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OC(C)=O,IC50,84.0,nM,7.08,-8.80
CHEMBL328106,COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC,IC50,0.07244,nM,10.14,-8.00
CHEMBL316064,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC,IC50,0.24,nM,9.62,-8.20
CHEMBL329183,O=[N+]([O-])c1ccc2c(Nc3cccc(F)c3)ncnc2c1,IC50,6100.0,nM,5.21,-8.90
CHEMBL93302,Oc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,4.7,nM,8.33,-8.70
CHEMBL96627,COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1OC,IC50,1367.0,nM,5.86,-7.90
CHEMBL94191,COc1cc2ncnc(Nc3ccccc3)c2cc1OC,IC50,29.0,nM,7.54,-8.40
CHEMBL328879,COc1ccc2ncnc(Nc3ccccc3)c2c1,IC50,55.0,nM,7.26,-8.30
CHEMBL96780,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,3.8,nM,8.42,-7.90
CHEMBL90013,CN(C)c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,11.0,nM,7.96,-8.30
CHEMBL433205,Nc1ccc2c(Nc3cccc(C(F)(F)F)c3)ncnc2c1,IC50,3.3,nM,8.48,-8.60
CHEMBL328244,Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,IC50,574.0,nM,6.24,-8.80
CHEMBL91980,Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1,IC50,0.35,nM,9.46,-8.20
CHEMBL93051,Brc1cccc(Nc2ncnc3cc4c(cc23)OCO4)c1,IC50,15.0,nM,7.82,-8.40
CHEMBL93966,Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,IC50,2.0,nM,8.7,-8.30
CHEMBL328955,Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,IC50,0.25,nM,9.6,-8.10
CHEMBL93284,O=[N+]([O-])c1ccc2c(Nc3cccc(I)c3)ncnc2c1,IC50,540.0,nM,6.27,-8.40
CHEMBL92174,COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,IC50,128.0,nM,6.89,-8.10
CHEMBL367625,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc21,IC50,2000.0,nM,5.7,-9.40
CHEMBL368278,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@H]3CCC[C@@H](N)C3)nc21,IC50,5300.0,nM,5.28,-9.30
CHEMBL93461,CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,40.0,nM,7.4,-8.20
CHEMBL420254,CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,IC50,12.0,nM,7.92,-8.00
CHEMBL63469,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,IC50,6.5,nM,8.19,-8.00
CHEMBL89940,Nc1ccc2ncnc(Nc3ccccc3)c2c1,IC50,770.0,nM,6.11,-8.20
CHEMBL93734,CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,28.0,nM,7.55,-8.70
CHEMBL92985,Fc1cccc(Nc2ncnc3ccccc23)c1,IC50,56.0,nM,7.25,-8.30
CHEMBL330224,Nc1ccc2c(Nc3ccccc3)ncnc2c1,IC50,100.0,nM,7.0,-8.20
CHEMBL66409,O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,IC50,25.0,nM,7.6,-8.30
CHEMBL447230,COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,IC50,152.0,nM,6.82,-8.30
CHEMBL94431,COc1cc2ncnc(Nc3cccc(F)c3)c2cc1OC,IC50,3.8,nM,8.42,-8.70
CHEMBL328295,O=[N+]([O-])c1ccc2ncnc(Nc3ccccc3)c2c1,IC50,5000.0,nM,5.3,-8.40
CHEMBL92936,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,68.0,nM,7.17,-8.20
CHEMBL92937,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,0.69,nM,9.16,-8.00
CHEMBL96489,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,IC50,159.0,nM,6.8,-8.00
CHEMBL93545,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,53.0,nM,7.28,-8.40
CHEMBL93544,CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,2000.0,nM,5.7,-8.00
CHEMBL93295,COc1cc2nc(N)nc(Nc3cccc(Br)c3)c2cc1OC,IC50,463.0,nM,6.33,-7.90
CHEMBL96065,COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC,IC50,0.89,nM,9.05,-7.80
CHEMBL328691,COC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,12.0,nM,7.92,-8.20
CHEMBL92709,COc1cc2ncnc(Nc3cc(Br)cc(Br)c3)c2cc1OC,IC50,113.0,nM,6.95,-8.10
CHEMBL65038,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],IC50,15.0,nM,7.82,-8.20
CHEMBL317925,COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC,IC50,0.67,nM,9.17,-7.40
CHEMBL92398,COc1ccc2c(Nc3ccccc3)ncnc2c1,IC50,120.0,nM,6.92,-8.40
CHEMBL91914,O=[N+]([O-])c1ccc2c(Nc3ccccc3)ncnc2c1,IC50,12000.0,nM,4.92,-8.60
CHEMBL327307,COc1cc2ncnc(Nc3ccc(Br)c(Br)c3)c2cc1OC,IC50,0.072,nM,10.14,-8.20
CHEMBL93635,O=[N+]([O-])c1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,IC50,810.0,nM,6.09,-8.50
CHEMBL93783,CN(C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)CCO,IC50,14.0,nM,7.85,-8.40
CHEMBL177053,Brc1cccc(Nc2ncnc3cc4ncsc4cc23)c1,IC50,44.0,nM,7.36,-8.40
CHEMBL426580,Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1,IC50,0.29,nM,9.54,-8.50
CHEMBL92902,CN1CCC=C(C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)C1,IC50,115.0,nM,6.94,-9.80
CHEMBL327838,COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,65.0,nM,7.19,-7.70
CHEMBL328704,CCN(CC)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,12.0,nM,7.92,-8.40
CHEMBL172652,Brc1cccc(Nc2ncnc3cc4[nH]nnc4cc23)c1,IC50,4.1,nM,8.39,-8.60
CHEMBL94066,C=C(CN1CCOCC1)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,107.0,nM,6.97,-8.80
CHEMBL366580,Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1,IC50,0.34,nM,9.47,-8.90
CHEMBL329642,C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,269.0,nM,6.57,-8.40
CHEMBL92356,CCN1CCN(CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1,IC50,65.0,nM,7.19,-8.60
CHEMBL94062,O=C(C#CCO)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,2.0,nM,8.7,-8.40
CHEMBL123046,Oc1ccc(NCc2cc(O)ccc2O)cc1,IC50,41900.0,nM,4.38,-7.60
CHEMBL93784,COCC1CCCN1CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,65.0,nM,7.19,-8.90
CHEMBL176582,Cn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,IC50,0.01,nM,11.0,-8.40
CHEMBL93537,O=C(/C=C/CN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,203.0,nM,6.69,-8.90
CHEMBL122785,O=S(=O)(O)c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,10300.0,nM,4.99,-7.80
CHEMBL94123,O=C(/C=C/N1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,215.0,nM,6.67,-8.80
CHEMBL92882,COC/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,1132.0,nM,5.95,-8.10
CHEMBL93386,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,20.0,nM,7.7,-8.60
CHEMBL122260,CNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,9700.0,nM,5.01,-8.20
CHEMBL93049,COCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,59.0,nM,7.23,-8.10
CHEMBL175101,CN(C)CCn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,22.0,nM,7.66,-8.70
CHEMBL93754,O=C(/C=C/Cn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,1124.0,nM,5.95,-9.20
CHEMBL441279,COCOCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,IC50,330.0,nM,6.48,-8.30
CHEMBL123045,O=[N+]([O-])c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,5400.0,nM,5.27,-8.20
CHEMBL91925,CCN(CC)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,73.0,nM,7.14,-8.20
CHEMBL316127,O=C(/C=C/CN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,74.0,nM,7.13,-8.80
CHEMBL174426,Cn1cnc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,0.025,nM,10.6,-8.60
CHEMBL91748,CN(C)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,250.0,nM,6.6,-9.10
CHEMBL91009,COCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,9.0,nM,8.05,-8.10
CHEMBL173498,Brc1cccc(Nc2ncnc3cc4nccnc4cc23)c1,IC50,1.7,nM,8.77,-8.60
CHEMBL2112369,COC[C@@H]1CCCN1C/C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,194.0,nM,6.71,-8.40
CHEMBL90595,O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,57.0,nM,7.24,-9.30
CHEMBL419501,COC[C@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,85.0,nM,7.07,-8.60
CHEMBL122397,CCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,900.0,nM,6.05,-7.90
CHEMBL91811,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,85.0,nM,7.07,-8.40
CHEMBL328977,O=C(C#CCN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,95.0,nM,7.02,-9.00
CHEMBL427298,CN(C)CCn1cnc2c(Cl)c3c(Nc4cccc(Br)c4)ncnc3cc21,IC50,203.0,nM,6.69,-8.80
CHEMBL329856,CN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,6.0,nM,8.22,-8.20
CHEMBL442754,COCCN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,62.0,nM,7.21,-8.10
CHEMBL91867,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,0.2,nM,9.7,-8.70
CHEMBL2112370,COC[C@@H]1CCCN1C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,131.0,nM,6.88,-8.40
CHEMBL176891,CN(C)CCn1cnc2cc3ncnc(Nc4cccc(Br)c4)c3cc21,IC50,1.32,nM,8.88,-8.50
CHEMBL414220,C=CCN(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,IC50,71.0,nM,7.15,-8.20
CHEMBL169970,O=C(Oc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,70.0,nM,7.16,-8.80
CHEMBL553908,COc1cc2ncnc(N(C)c3cccc(Cl)c3)c2cc1OC.Cl,IC50,100.0,nM,7.0,N/A
CHEMBL554566,Cc1cccc(N(C)c2ncnc3cc(C)c(C)cc23)c1.Cl,IC50,6500.0,nM,5.19,N/A
CHEMBL101683,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1,IC50,7300.0,nM,5.14,-8.50
CHEMBL355294,O=C(NOCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,IC50,50.0,nM,7.3,-9.30
CHEMBL301359,c1ccc2ncncc2c1,IC50,27.0,nM,7.57,-5.70
CHEMBL53375,COc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,IC50,39.0,nM,7.41,-7.70
CHEMBL171000,O=C(O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O,IC50,35000.0,nM,4.46,-8.20
CHEMBL52472,COc1ccc2ncncc2c1,IC50,30.0,nM,7.52,-5.60
CHEMBL169081,COC(=O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O,IC50,20000.0,nM,4.7,-7.90
CHEMBL169356,Cc1cc(C)cc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)c1,IC50,1600.0,nM,5.8,-9.50
CHEMBL545538,COc1cc2ncnc(N(C)c3ccc(C)cc3)c2cc1OC.Cl,IC50,4000.0,nM,5.4,N/A
CHEMBL301549,COc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,IC50,263.0,nM,6.58,-8.10
